total_trades,profitable_trades,losing_trades,win_rate,avg_profit_per_trade,avg_profit_pct_per_trade,avg_win,avg_loss,win_loss_ratio,profit_factor,avg_holding_periods,expectancy,sqn,total_profit,total_return,trading_minutes,trading_days,years,annualized_return,minute_returns_mean,minute_returns_std,sharpe_ratio,sortino_ratio,max_drawdown,max_drawdown_duration,calmar_ratio,total_fees
39,19,20,0.48717948717948717,-1.606143753846139,-0.0037236751069929653,7.220450400000019,-9.99140819999999,0.7226659401224371,0.6865326431163152,4177.102564102564,-1.6061437538461392,-0.8107783728843198,-425.5736063999994,-0.986647577808721,219940,152.73611111111111,0.418455098934551,-0.9999668433299617,-6.602861197268593e-07,0.0003465997004060843,-1.381120791109482,-1.3039118490528696,0.2544684595392293,187671,-3.9296298061481565,5.4656064
