total_trades,profitable_trades,losing_trades,win_rate,total_profit,total_return,trading_days,years,annualized_return,daily_returns_mean,daily_returns_std,sharpe_ratio,sortino_ratio,max_drawdown,max_drawdown_duration,calmar_ratio,avg_profit_per_trade,avg_profit_pct_per_trade,avg_win,avg_loss,win_loss_ratio,profit_factor,avg_holding_periods,total_fees,expectancy,sqn
33,13,20,0.3939393939393939,-933.738265860741,-0.0933738265860741,1068.0,4.272,-0.022684687501236533,-7.378771435995521e-05,0.010455535611642192,-0.11158550330771765,-0.13138558271658166,0.22575289041350738,1068.0,-0.10048459383924349,-28.295098965477,-0.18819139337288893,347.15040406308924,-272.33467593404504,1.274719801554626,0.8285678710105069,10.969696969696969,219.9420920572684,-28.295098965476996,-0.39453253905531344
