total_trades,profitable_trades,losing_trades,win_rate,avg_profit_per_trade,avg_profit_pct_per_trade,avg_win,avg_loss,win_loss_ratio,profit_factor,avg_holding_periods,expectancy,sqn,total_profit,total_return,trading_minutes,trading_days,years,annualized_return,minute_returns_mean,minute_returns_std,sharpe_ratio,sortino_ratio,max_drawdown,max_drawdown_duration,calmar_ratio,total_fees
18,12,6,0.6666666666666666,7.776547800000013,0.021479186031857528,15.51667123333334,-7.703699066666644,2.014184497480291,4.028368994960582,5411.888888888889,7.776547800000011,2.1713142665162546,139.97786040000022,0.38662534857343545,219959,152.74930555555557,0.4184912480974125,1.1838182795891918,1.757715522317502e-06,0.00034977438794765167,3.6432440218307467,2.9678603624338797,0.09770361309177074,93740,12.116422741472814,2.3901396
