total_trades,profitable_trades,losing_trades,win_rate,avg_profit_per_trade,avg_profit_pct_per_trade,avg_win,avg_loss,win_loss_ratio,profit_factor,avg_holding_periods,expectancy,sqn,total_profit,total_return,trading_minutes,trading_days,years,annualized_return,minute_returns_mean,minute_returns_std,sharpe_ratio,sortino_ratio,max_drawdown,max_drawdown_duration,calmar_ratio,total_fees
30,19,11,0.6333333333333333,0.8112928400000082,0.00201515466513383,4.619648884210536,-5.766776690909084,0.801079898150571,1.383683460441895,1629.6333333333334,0.8112928400000081,0.6816941512680096,24.338785200000245,0.060454639954014885,219959,152.74930555555557,0.4184912480974125,0.15057329199009617,2.74845039093717e-07,0.00022958891208746835,0.8678899724178052,0.4682985194792758,0.08933256567643492,82018,1.6855364093703173,4.167214800000001
