date,open,high,low,close,volume,tic,ema12,ema26,macd,rsi_14,cci_20
2015-01-02,95.88102433361172,96.2876083005412,94.66125833270483,95.123291015625,31314600,QQQ,95.123291015625,95.123291015625,0.0,0.0,0.0
2015-01-05,94.70745808900281,94.81834847176572,93.45997124567214,93.72795104980469,36521300,QQQ,94.90862332857573,95.0199324996383,-0.11130917106257243,0.0,0.0
2015-01-06,93.8665471270141,94.02363652304848,92.05538013434614,92.47120666503906,66205500,QQQ,94.53363614957009,94.8311379933717,-0.29750184380161215,0.0,0.0
2015-01-07,93.08109521793165,93.88502746893252,92.85931448312049,93.66325378417969,37577400,QQQ,94.39973117027925,94.74462805195007,-0.3448968816708202,0.0,0.0
2015-01-08,94.45795566450043,95.64075811511272,94.35630791795793,95.45594787597656,40212600,QQQ,94.56222604807884,94.79731840928537,-0.23509236120652588,0.0,0.0
2015-01-09,95.75166401743857,95.77938485279884,94.27315366433271,94.82759857177734,41410100,QQQ,94.60305259018631,94.79956138428477,-0.1965087940984631,0.0,0.0
2015-01-12,95.01238108223106,95.11402881556135,93.59856249143778,93.83882141113281,34129800,QQQ,94.48547856263961,94.7283954603476,-0.2429168977079854,0.0,0.0
2015-01-13,94.75366205744106,95.75165432979803,93.0533781434189,93.81111145019531,56162300,QQQ,94.38172977610972,94.66044849663263,-0.27871872052290314,0.0,0.0
2015-01-14,92.86857090693296,93.77415808347445,92.4712225106024,93.29364013671875,51354200,QQQ,94.21433137004956,94.55920343293529,-0.34487206288572736,0.0,0.0
2015-01-15,93.72798090112036,93.8758277418325,91.97225472352129,92.08314514160156,51005400,QQQ,93.88645656567294,94.3757917076513,-0.4893351419783585,0.0,0.0
2015-01-16,91.96294306110188,93.28435625521497,91.81509633137047,93.16423034667969,35362200,QQQ,93.77534483967398,94.28604642165341,-0.5107015819794327,0.0,0.0
2015-01-20,93.7279363979499,94.14376293070367,92.67450260158603,93.90351104736328,30964100,QQQ,93.79506271778001,94.25771046800229,-0.4626477502222741,0.0,0.0
2015-01-21,93.62628477052428,94.82757233756959,93.29362073811352,94.38401794433594,40128800,QQQ,93.88567121417323,94.26706657736032,-0.3813953631870959,0.0,0.0
2015-01-22,94.75366819178748,96.23217144096465,93.9220079109817,96.13052368164062,40887200,QQQ,94.23103313224514,94.40510043693665,-0.1740673046915049,53.85705804811009,0.0
2015-01-23,96.12129018788967,96.63877166182253,95.84407476798376,96.34307098388672,34783000,QQQ,94.5559620324977,94.5486538107848,0.007308221712904128,54.59616033650958,0.0
2015-01-26,96.23214721679688,96.4077218568979,95.74239379973388,96.23214721679688,19960900,QQQ,94.81383667623604,94.67335702604495,0.14047965019108233,60.44708946881946,0.0
2015-01-27,94.71667412257453,94.77211577335964,93.4229815538157,93.73716735839844,45253200,QQQ,94.64819524272257,94.60400964325632,0.04418559946624612,54.786829554803965,0.0
2015-01-28,95.24339430572387,95.34504203577727,93.23817463113862,93.25665283203125,43591700,QQQ,94.4341117949239,94.50420543501743,-0.07009364009353192,48.3751353698157,0.0
2015-01-29,93.18272862661762,94.32857451675284,92.36955381270101,94.15299987792969,46539700,QQQ,94.39086380769402,94.47819020856647,-0.08732640087245613,44.391336161201636,0.0
2015-01-30,94.06983106959605,94.79060072778204,93.29361271074069,93.42298126220703,42927600,QQQ,94.24195880069601,94.40002658291021,-0.1580677822142036,44.0061544792524,-28.39925857122578
2015-02-02,93.63556204887985,94.31936856853784,92.17553681631615,94.2362060546875,43624700,QQQ,94.24107376284854,94.3878917289678,-0.1468179661192579,51.721530266753575,-44.79276591415633
2015-02-03,94.57809655509007,95.20646133749568,93.95897440111891,95.14177703857422,30750400,QQQ,94.37964349757557,94.44373508523495,-0.06409158765937661,55.35717466957849,52.494702631852626
2015-02-04,94.75366573871169,95.68697375467909,94.54112759742942,95.05860900878906,34073200,QQQ,94.48409973006996,94.48928130179452,-0.005181571724563128,57.363137524507934,70.0352583203799
2015-02-05,95.29886909469747,95.94571915177607,95.0586171492677,95.88103485107422,23605500,QQQ,94.69901282560907,94.59237415729672,0.1066386683123568,66.37430882435174,98.77266110492188
2015-02-06,96.02887112761049,96.25988746907417,94.9569589692498,95.29885864257812,34169300,QQQ,94.79129679745047,94.64470634139163,0.14659045605884558,59.6170106870187,85.72256942761653
2015-02-09,94.92927320203017,95.44674774203882,94.76294109273285,94.99395751953125,22604700,QQQ,94.82247537007828,94.67057679903161,0.15189857104667226,55.112836769984405,51.83203700017458
2015-02-10,95.52064115195041,96.60179595774304,95.37278730668336,96.47242736816406,23686500,QQQ,95.07631413901456,94.80404721155995,0.27226692745460923,58.954081432380875,114.26128350268964
2015-02-11,96.58331127650658,97.04534397062508,96.39850101888295,96.82357025146484,20303600,QQQ,95.34512277169921,94.95364151081216,0.3914812608870477,53.37531091176757,133.28474242864115
2015-02-12,97.45190882455296,97.98786829780065,97.30406206817352,97.9509048461914,22520300,QQQ,95.7460123216211,95.17566101713655,0.5703513044845465,57.18989970945903,169.62149127621703
2015-02-13,98.22814394533454,98.81030254474467,98.0433266557973,98.79182434082031,29030200,QQQ,96.21459878611327,95.44352496703905,0.7710738190742177,60.744838665047425,189.76404459874144
2015-02-17,98.7918340679398,98.94892349196955,98.5423324650131,98.88423919677734,17675300,QQQ,96.62531269544621,95.6983926877604,0.9269200076858084,77.06526841127643,176.99263774589562
2015-02-18,98.76409819732255,99.0782840700337,98.63472961739998,99.02284240722656,15149600,QQQ,96.9941634203355,95.94464822253568,1.0495151977998205,81.45176862255514,156.05380172509942
2015-02-19,98.95814371386913,99.57727278613133,98.93042288452543,99.51258850097656,19828100,QQQ,97.38161343274182,96.20894009501278,1.1726733377290373,80.59085216415869,149.9143334177111
2015-02-20,99.44792023205125,100.23337440687419,99.13373433208639,100.17793273925781,28336700,QQQ,97.81181640297504,96.50293955014205,1.308876852832995,88.84190890992508,145.62292418355156
2015-02-23,100.12251258101958,100.30732994255814,99.90073879723478,100.27960205078125,17868000,QQQ,98.19147573340676,96.78269232796717,1.4087834054395927,87.84745581310011,132.05593575839967
2015-02-24,100.15020485154609,100.47363337945441,99.84526862960828,100.35350036621094,19745000,QQQ,98.52409490768433,97.04719662709634,1.4768982805879887,86.43433551477138,114.99220264728207
2015-02-25,100.20561347593949,100.59371909407314,99.88218507743814,100.10396575927734,19472300,QQQ,98.76715196177557,97.27362397022085,1.4935279915547142,84.46950308622992,101.16443373936481
2015-02-26,100.20565204984385,100.66768473978217,99.92842961585711,100.61223602294922,22255500,QQQ,99.05101104810997,97.52092856671925,1.5300824813907212,83.77294452359479,96.42047300478795
2015-02-27,100.57523923388248,100.63993055709392,100.01156602499812,100.16865539550781,27757600,QQQ,99.22295633232503,97.71705647996285,1.5058998523621767,85.46400894303703,84.75593048319126
2015-03-02,100.36276004241876,101.11125088259229,100.34427478336768,101.07428741455078,22988600,QQQ,99.5077764988213,97.96574025289529,1.5420362459260133,90.71707452151264,94.91617620384886
2015-03-03,100.76931358655133,100.87096132326866,99.96537431889377,100.60298156738281,20788900,QQQ,99.67626958629229,98.16109146137585,1.5151781249164458,81.97322139359306,77.97087876984936
2015-03-04,100.27033824425074,100.41818504180138,99.66969432593866,100.21488952636719,21007400,QQQ,99.75913419245765,98.31322465137521,1.4459095410824432,76.10174647000724,60.593531001733034
2015-03-05,100.47361142784108,100.6953850999041,99.97461537815583,100.39044189453125,15381000,QQQ,99.85625845431512,98.46709259531269,1.389165859002432,71.99936152968681,66.28339853635228
2015-03-06,100.26106517879391,100.45511800732663,99.00433605586619,99.25383758544922,30990400,QQQ,99.76357832064345,98.52537000198947,1.2382083186539745,53.95542480466837,28.462208246521776
2015-03-09,99.45715180196525,99.78981589437652,99.05056783906417,99.54032135009766,26237100,QQQ,99.72923109440563,98.60055158333081,1.1286795110748216,55.436258581669684,16.393852020523127
2015-03-10,98.8287885350901,98.85651641824933,97.69219207763672,97.69219207763672,34234500,QQQ,99.41584047644118,98.53326569402014,0.882574782421031,41.40833358784868,-80.51023086029907
2015-03-11,97.8400367390974,97.9601697466587,97.09154606147005,97.12850952148438,25459700,QQQ,99.06394340644783,98.42920968123973,0.6347337252081076,34.75219870946586,-140.12522931223205
2015-03-12,97.05457146582177,97.87698896911701,96.98988718073309,97.76610565185547,21473200,QQQ,98.86427605958747,98.3800908642483,0.4841851953391654,34.5197859077131,-139.227697127171
2015-03-13,97.6737056582952,98.06181846724742,96.73116209383227,97.3410415649414,42021100,QQQ,98.62993229118038,98.30312424948482,0.326808041695557,31.89075484064496,-146.6069294808518
2015-03-16,97.70146345756108,98.63476468019363,97.59981567290822,98.5978012084961,25674100,QQQ,98.62498904769049,98.32495217237455,0.30003687531593926,40.5569876641693,-78.84923839815676
2015-03-17,98.32979833415037,98.91195697288478,98.09878199416794,98.75486755371094,19603800,QQQ,98.64497035630902,98.35679775617724,0.28817260013177304,42.670987090950234,-55.186230435058036
2015-03-18,98.48689909178492,100.17794058715437,97.97866026528808,99.72514343261719,40622200,QQQ,98.81115082958719,98.45815669517279,0.3529941344144021,45.4111904549541,-6.975492834240615
2015-03-19,99.82676450007241,100.15018591677399,99.67891773103374,99.87297058105469,31314000,QQQ,98.97450771442836,98.56295772375663,0.41154999067173037,48.42218484001192,34.29487027057962
2015-03-20,100.69544869972812,101.0196140142989,100.50094951098566,100.51947021484375,31761400,QQQ,99.2121942529538,98.70788457494827,0.5043096780055265,46.95521395691972,84.15122851306528
2015-03-23,100.46391171511404,100.74176470016121,100.28793321152524,100.32498168945312,17268500,QQQ,99.38339232010753,98.82766954639307,0.5557227737144643,48.42655621440773,66.60026580966885
2015-03-24,100.3156949780093,100.77879024732523,99.945224415575,99.9637451171875,22445300,QQQ,99.47267736581213,98.91182329237783,0.5608540734342995,48.57422040807841,51.418299346913905
2015-03-25,100.12121406954019,100.2138317270372,97.63902269073851,97.67607116699219,41581400,QQQ,99.19627641214753,98.82028609790483,0.37599031424269924,37.57086581713859,-58.384938420919
2015-03-26,96.87027689733895,97.8983490863234,96.54611158240554,97.34263610839844,47846300,QQQ,98.91110098080152,98.71083054312658,0.2002704376749449,40.55377528464433,-121.29133884061898
2015-03-27,97.32409416631019,97.96316077164259,97.1759003025232,97.73161315917969,33878400,QQQ,98.72964131593663,98.63829592209348,0.09134539384315588,41.15001862792457,-87.54028009486157
2015-03-30,98.32440467093063,98.93568683712581,98.32440467093063,98.85233306884766,30570200,QQQ,98.74851697023064,98.65415052555674,0.09436644467389499,56.111600554321235,-18.27371176347319
2015-03-31,98.57444960616706,98.77821263521257,97.77792525604687,97.80570983886719,30488100,QQQ,98.60346971925165,98.59130306728345,0.012166651968200881,53.394745376886256,-49.59904713365018
2015-04-01,97.80571860620344,97.82424637392606,96.66650821081694,97.29631805419922,32970500,QQQ,98.40236946308974,98.49537825149943,-0.09300878840969062,47.61433198506052,-97.48015540734876
2015-04-02,97.3889296031045,97.67604638839137,97.0462365843986,97.36114501953125,19164200,QQQ,98.24218108715766,98.41136097505735,-0.16917988789968774,50.10596602813588,-84.80760569992881
2015-04-06,96.78691910905549,98.4262733857614,96.63872521908677,98.15768432617188,24451100,QQQ,98.22918158546754,98.39257011217695,-0.1633885267094115,47.56183638052715,-53.46377230916986
2015-04-07,98.10209750670023,98.82452497671999,97.99095916748047,97.99095916748047,19379400,QQQ,98.1925319827003,98.36282115331055,-0.1702891706102463,45.77261715474636,-12.354534738574468
2015-04-08,98.02801135587133,98.90789668038889,98.01875453743304,98.76896667480469,25866900,QQQ,98.28121424302405,98.39290600675456,-0.11169176373050504,44.59357793257675,8.134580158835046
2015-04-09,98.72266032343849,99.42656721262088,98.3892381825353,99.38951873779297,23114700,QQQ,98.45172262683465,98.46672917201667,-0.015006545182018272,47.405176134516275,40.80736177197878
2015-04-10,99.35246062873466,99.80629910166233,99.13017686759608,99.79703521728516,17164300,QQQ,98.65869379459626,98.56527036055508,0.0934234340411848,46.02039332505676,71.12686737879027
2015-04-13,99.87113184217091,100.38053242092167,99.43582113938184,99.54696655273438,17783500,QQQ,98.79535114200213,98.6379885970128,0.15736254498933988,45.74030817351552,76.88334094144777
2015-04-14,99.44506898586911,99.7321857578838,98.69484993270837,99.25982666015625,23755700,QQQ,98.86680891402585,98.68405067576417,0.18275823826168391,46.11446706578757,31.22685893786841
2015-04-15,99.51918020213385,100.09342093564115,99.39877796429185,99.8803939819336,21128600,QQQ,99.02274507831936,98.77266869844338,0.25007637987597775,64.91202716861159,65.94473889490676
