date,tic,action,price,shares
2023-07-13,QQQ,buy,374.858642578125,0.0
2023-07-14,QQQ,buy,374.779541015625,0.0
2023-07-17,QQQ,buy,378.2794189453125,0.0
2023-07-18,QQQ,buy,381.3740539550781,0.0
2023-07-19,QQQ,buy,381.2850341796875,0.0
2023-07-20,QQQ,buy,372.4957275390625,0.0
2023-07-21,QQQ,buy,371.3784484863281,0.0
2023-07-24,QQQ,buy,371.9716491699219,0.0
2023-07-25,QQQ,buy,374.4927978515625,0.0
2023-07-26,QQQ,buy,373.2470703125,0.0
2023-07-27,QQQ,buy,372.3572692871094,0.0
2023-07-28,QQQ,buy,379.13958740234375,0.0
2023-07-31,QQQ,buy,379.33734130859375,0.0
2023-08-01,QQQ,buy,378.4574279785156,0.0
2023-08-02,QQQ,buy,370.1524963378906,0.0
2023-08-03,QQQ,buy,369.55926513671875,0.0
2023-08-04,QQQ,sell,367.8291015625,47.237796783447266
2023-08-07,QQQ,sell,370.94342041015625,51.37229537963867
2023-08-08,QQQ,sell,367.78948974609375,76.60897064208984
2023-08-09,QQQ,buy,363.7458801269531,100.0
2023-08-10,QQQ,buy,364.4180908203125,22.552547454833984
2023-08-11,QQQ,sell,362.0947265625,23.620677947998047
2023-08-14,QQQ,buy,366.1582336425781,30.81266212463379
2023-08-15,QQQ,buy,362.2726745605469,48.0
2023-08-16,QQQ,buy,358.4366455078125,0.0
2023-08-17,QQQ,sell,354.5213928222656,19.920331954956055
2023-08-18,QQQ,buy,354.0765686035156,20.0
2023-08-21,QQQ,buy,359.78118896484375,0.0
2023-08-22,QQQ,buy,359.2671203613281,0.0
2023-08-23,QQQ,buy,364.9322204589844,0.0
2023-08-24,QQQ,buy,357.1315612792969,0.0
2023-08-25,QQQ,sell,359.8998718261719,23.53605842590332
2023-08-28,QQQ,buy,362.6088562011719,23.0
2023-08-29,QQQ,buy,370.5281677246094,0.0
2023-08-30,QQQ,buy,372.594482421875,0.0
2023-08-31,QQQ,sell,373.7117614746094,41.40830993652344
2023-09-01,QQQ,buy,373.3162536621094,11.97529125213623
2023-09-05,QQQ,buy,373.79083251953125,29.0
2023-09-06,QQQ,buy,370.4985046386719,0.0
2023-09-07,QQQ,sell,367.848876953125,28.697412490844727
2023-09-08,QQQ,buy,368.3629455566406,29.0
2023-09-11,QQQ,sell,372.7033386230469,15.930562973022461
2023-09-12,QQQ,buy,368.570556640625,16.0
2023-09-13,QQQ,buy,369.9744873046875,0.0
2023-09-14,QQQ,buy,372.9998474121094,0.0
2023-09-15,QQQ,sell,366.6130065917969,66.29881286621094
2023-09-18,QQQ,buy,366.99517822265625,66.0
2023-09-19,QQQ,sell,366.2129821777344,54.815887451171875
2023-09-20,QQQ,buy,360.93572998046875,0.7303297519683838
2023-09-21,QQQ,buy,354.32171630859375,56.0
2023-09-22,QQQ,buy,354.3712463378906,0.0
2023-09-25,QQQ,buy,356.054443359375,0.0
2023-09-26,QQQ,buy,350.7077941894531,0.0
2023-09-27,QQQ,sell,351.5296630859375,14.236921310424805
2023-09-28,QQQ,sell,354.47027587890625,100.0
2023-09-29,QQQ,buy,354.7276916503906,15.407830238342285
2023-10-02,QQQ,buy,357.68817138671875,58.92885208129883
2023-10-03,QQQ,sell,351.41082763671875,71.44326782226562
2023-10-04,QQQ,buy,356.19305419921875,100.0
2023-10-05,QQQ,sell,355.1435241699219,12.900400161743164
2023-10-06,QQQ,buy,361.0941467285156,22.0
2023-10-09,QQQ,buy,362.93572998046875,0.0
2023-10-10,QQQ,buy,364.9455871582031,0.0
2023-10-11,QQQ,buy,367.5496520996094,0.0
2023-10-12,QQQ,buy,366.27239990234375,0.0
2023-10-13,QQQ,buy,361.66839599609375,0.0
2023-10-16,QQQ,sell,365.7575378417969,57.80354690551758
2023-10-17,QQQ,sell,364.55950927734375,47.70763397216797
2023-10-18,QQQ,buy,359.7772521972656,18.5645751953125
2023-10-19,QQQ,sell,356.4108581542969,44.90411376953125
2023-10-20,QQQ,buy,351.093994140625,86.35135650634766
2023-10-23,QQQ,buy,352.1534423828125,49.0
2023-10-24,QQQ,buy,355.5791931152344,0.0
2023-10-25,QQQ,buy,346.8760986328125,0.0
2023-10-26,QQQ,buy,340.26214599609375,0.0
2023-10-27,QQQ,buy,341.8958435058594,0.0
2023-10-30,QQQ,buy,345.7473449707031,0.0
2023-10-31,QQQ,buy,347.40081787109375,0.0
2023-11-01,QQQ,buy,353.4306640625,0.0
2023-11-02,QQQ,buy,359.8465576171875,0.0
2023-11-03,QQQ,buy,364.0743408203125,0.0
2023-11-06,QQQ,buy,365.55950927734375,0.0
2023-11-07,QQQ,sell,369.0150146484375,100.0
2023-11-08,QQQ,buy,369.2526550292969,100.0
2023-11-09,QQQ,sell,366.4110412597656,21.28689193725586
2023-11-10,QQQ,buy,374.6487731933594,21.0
2023-11-13,QQQ,sell,373.48040771484375,100.0
2023-11-14,QQQ,sell,381.5201721191406,12.775028228759766
2023-11-15,QQQ,sell,381.8072814941406,14.42713737487793
2023-11-16,QQQ,sell,382.13397216796875,55.70899963378906
2023-11-17,QQQ,buy,382.22314453125,45.73106002807617
2023-11-20,QQQ,sell,386.87664794921875,5.9713215827941895
2023-11-21,QQQ,buy,384.6290588378906,94.85608673095703
2023-11-22,QQQ,buy,386.2033386230469,44.0
2023-11-24,QQQ,sell,385.65887451171875,52.204322814941406
2023-11-27,QQQ,buy,385.3221740722656,52.0
2023-11-28,QQQ,buy,386.33209228515625,0.0
2023-11-29,QQQ,buy,385.955810546875,0.0
2023-11-30,QQQ,sell,384.9855041503906,87.0985336303711
2023-12-01,QQQ,buy,386.0845642089844,87.0
2023-12-04,QQQ,sell,382.5003356933594,55.02189254760742
2023-12-05,QQQ,buy,383.4607849121094,6.43218469619751
2023-12-06,QQQ,buy,381.242919921875,49.0
2023-12-07,QQQ,sell,386.5697326660156,25.068124771118164
2023-12-08,QQQ,buy,388.29248046875,1.2770742177963257
2023-12-11,QQQ,sell,391.6094055175781,100.0
2023-12-12,QQQ,buy,394.728271484375,100.0
2023-12-13,QQQ,sell,399.74810791015625,24.985780715942383
2023-12-14,QQQ,sell,399.4015808105469,100.0
2023-12-15,QQQ,buy,401.332275390625,57.3960075378418
2023-12-18,QQQ,buy,403.8600769042969,88.0
2023-12-19,QQQ,buy,405.9236755371094,0.0
2023-12-20,QQQ,buy,399.89178466796875,0.0
2023-12-21,QQQ,buy,404.5447082519531,0.0
2023-12-22,QQQ,sell,405.1498718261719,16.09123992919922
2023-12-26,QQQ,buy,407.6300964355469,16.0
2023-12-27,QQQ,buy,408.4599609375,0.0
2023-12-28,QQQ,buy,408.2613830566406,0.0
