account_value
1000000.0
1000000.0
1000000.0
1000000.0
1000000.0
999994.8370998475
1000024.5060831226
1000024.5060831226
1000024.5060831226
1000018.5050920816
1000151.9537614866
1000135.8490086156
1000073.4047128297
1000073.4047128297
1000073.4047128297
1000073.4047128297
1000073.4047128297
1000073.4047128297
1000073.4047128297
1000073.4047128297
1000073.4047128297
1000073.4047128297
1000041.1336495973
1000224.8573129274
1000209.5472125444
1000048.3153017554
1000456.5325231473
1001056.3184301462
1000825.2290927579
1000461.9192484104
1000275.7591351635
999962.9596935527
997450.9295636893
997211.428176731
997892.8016507106
995880.5369142661
995956.6926917414
997444.7359533713
997103.4072176524
996870.3362087666
996682.3939801332
997243.8231867077
996881.4214323419
998457.3898326833
998299.023423327
998987.0546864273
998595.7293275559
999323.8950476254
999517.408713036
999801.3032610227
997109.7287773325
997495.1511073201
999990.0484221416
999414.8143390138
996804.7691622188
996525.2439816176
998641.6094592505
998564.5345560095
997585.8407324441
1000424.385428402
1003396.1323853722
1006329.8910570426
1006241.0776378254
1006531.9816863916
1007948.0071254882
1008876.1821442202
1008649.2941779369
1010220.9710970006
1008415.5027368288
1010807.7716001077
1011012.3260627657
1008959.3275951543
1007111.5866628343
1009329.079063239
1005715.9265695915
1009036.390608016
1010690.8564294478
1009687.3415669826
1008858.085638705
1009719.7388037022
1008256.4716995129
1007150.6949698252
1004101.9723284183
1003624.7174950677
1004354.9812440103
1005338.559223744
1002595.3810297201
1002461.3507755817
1000670.4042624871
1001418.9454577366
1003525.3989581998
1002934.3745619538
1002288.5578539514
1002349.8459053539
1004433.7299961629
1003823.830788183
1005727.8090834166
1005858.9555943196
1006358.1758062369
1005687.890306009
1006092.8794287103
1005696.6604038203
1005826.8137464894
1004823.3779897472
1006440.5654265857
1006819.0876510572
1006855.459983059
1006876.2672162885
1008929.132833987
1009543.3187347853
1011789.9148496413
1010239.0161385252
1009339.3754860605
1012403.299972427
1010296.3222335626
1011708.0748518467
1013726.893220524
1013841.4723104944
1015459.6857932955
1015156.4922137281
1017822.1572903758
1018743.9541955387
1018324.7884768944
1018372.8607381083
1021130.3395658281
1022326.5200105559
1022946.94977871
1021200.0256112067
1023027.6004699627
1024317.1527063367
1024283.4165690565
1024953.9456883947
1022413.7054701305
1019433.5651371079
1016688.1289775589
1020532.2987654026
1022869.5826024795
1024945.6831973211
1029065.9214663184
1029341.7498712579
1024554.3806725141
1026255.5010930732
1026969.4408489014
1024615.8164186105
1024637.5945809856
1027464.3016223729
1028181.1719676324
1031266.6810518547
1028958.629960076
1029955.8302010112
1026967.3756119392
1026027.1242233063
1027872.2050882115
1029598.7168847125
1029794.4235927545
1025622.978260613
1020810.5276077249
1023019.8823245609
1028138.9259123104
1035938.8650939473
1037497.4621332664
1038042.5413216982
1035047.3759831563
1039629.5290356795
1045383.8932431072
1044951.7159155025
1045713.1033686781
1045494.4522426238
1046860.75225311
1047436.7702901356
1046000.2006664514
1044712.6665241191
1042207.8574772526
1041936.6335756363
1040843.8740945833
1043596.5034216761
1043823.5452801236
1039833.9191048807
1032227.8492200816
1032708.6047046017
1036339.7461538088
1039846.6811556894
1040179.2195832003
1036834.6199517804
1024345.2329930746
1023665.2651106677
1022112.765814383
1024802.6601954197
1014929.3227759503
1021559.2119014976
1024939.5351606649
1029976.9314682002
1027114.9613994977
1022630.2158432363
1020467.5011914163
1025566.4689559956
1038101.2612348783
1042375.2787755175
1049276.7665637084
1054716.3015722786
1053680.657490462
1058566.5325474066
1051813.9005170008
1060297.9137929948
1062905.9744747488
1064864.5210947276
1074152.0444866586
1078362.3780976727
1081418.507567175
1085034.5985173744
1094715.4756631718
1107034.6338703262
1107959.617344914
1106531.5721388508
1099246.0164199434
1084274.8210541687
1087145.30062186
1098089.3566458568
1097839.6866093006
1105604.3592349302
1106157.7089278966
1117615.4718878432
1123823.0867652476
1111012.3673604843
1105940.3522528198
1109463.9792336863
1088493.9627511967
1111598.169763379
1095275.211708004
1076644.2679082586
1084401.8990344612
1065561.002461186
1074097.8293414526
1106428.688568093
1111326.2520086835
1094978.3869264715
1106877.8769698506
1090891.4206559185
1079603.5387731283
1104208.7651320498
1075787.0749828985
1070581.7083008904
1060375.8971137474
1084105.8886822907
1097307.9303669315
1105580.008868472
1123836.543347484
1118693.3290349059
1118513.7387058313
1115174.0878586743
1108212.3895479047
1118873.5197028301
1104412.3139281746
1070739.1590503582
1069986.9896507787
1058399.550332507
1059095.778273104
1075000.873210512
1079262.5873706662
1052271.4414709595
1058817.3739624845
1032466.6882756316
1021129.9431353464
1007870.9487003048
979932.7938163948
