total_trades,profitable_trades,losing_trades,win_rate,avg_profit_per_trade,avg_profit_pct_per_trade,avg_win,avg_loss,win_loss_ratio,profit_factor,avg_holding_periods,expectancy,sqn,total_profit,total_return,trading_minutes,trading_days,years,annualized_return,minute_returns_mean,minute_returns_std,sharpe_ratio,sortino_ratio,max_drawdown,max_drawdown_duration,calmar_ratio,total_fees
71,31,40,0.43661971830985913,-0.039399554929565206,-0.00010368262313902217,0.20686665806452847,-0.2302558699999878,0.8984207788689141,0.6962761036234084,2.2253521126760565,-0.039399554929565206,-1.180895232500748,-2.7973683999991295,-0.007361466242870575,219959,152.74930555555557,0.4184912480974125,-0.017500609623666175,-3.346744731004676e-08,1.32670619718161e-05,-1.8288391446058487,-0.08075492078081775,0.008651399690110542,93266,-2.022864536436943,9.999368400000005
