total_trades,profitable_trades,losing_trades,win_rate,avg_profit_per_trade,avg_profit_pct_per_trade,avg_win,avg_loss,win_loss_ratio,profit_factor,avg_holding_periods,expectancy,sqn,total_profit,total_return,trading_minutes,trading_days,years,annualized_return,minute_returns_mean,minute_returns_std,sharpe_ratio,sortino_ratio,max_drawdown,max_drawdown_duration,calmar_ratio,total_fees
269,152,117,0.5650557620817844,-0.08642118364310505,-0.00021510425319955242,1.6359268657894874,-2.3240015555555327,0.7039267516318134,0.9145031303250908,229.64312267657994,-0.0864211836431047,-0.4940475664449406,-23.247298399995714,-0.05786304411068074,219959,152.74930555555557,0.4184912480974125,-0.13274949838558525,-2.6306286221832055e-07,0.00023705338907959716,-0.8045277910948676,-0.4809148994018741,0.11710395673585432,189902,-1.1336038686124144,37.5852984
