total_trades,profitable_trades,losing_trades,win_rate,total_profit,total_return,trading_days,years,annualized_return,daily_returns_mean,daily_returns_std,sharpe_ratio,sortino_ratio,max_drawdown,max_drawdown_duration,calmar_ratio,avg_profit_per_trade,avg_profit_pct_per_trade,avg_win,avg_loss,win_loss_ratio,profit_factor,avg_holding_periods,total_fees,expectancy,sqn
152,85,67,0.5592105263157895,885.2330659749064,0.08852330659749064,1087.0,4.348,0.019699812681304163,0.00013936578701119928,0.011042465578334361,0.19955385494793496,0.09203784913355255,0.3296580279602098,631.0,0.059758328359841906,5.82390174983491,0.2999648401567193,187.1792001908952,-224.2537156753908,0.8346760258895274,1.0589173462777586,4.822368421052632,3094.2166143920917,5.823901749834931,0.23921394953613803
